text,language,century,region,script_type,shelfmark,verse,genre,project,line_type,gen_split,source_idx,image_path,source_corpus
issant si me uoulut donner a ung prĩce par,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,64934,images/ligne_64934.png,CATMuS
aies merci de moy ie suis coẽ tu uoises. ãs,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,64935,images/ligne_64935.png,CATMuS
me il leur auoit este commande et uesquist,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,64936,images/ligne_64936.png,CATMuS
la chose qui m estoit cõmandee ⁊ ay tãt tra,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,64937,images/ligne_64937.png,CATMuS
deceuoir de tonte sa malice Et se trãsfigu-,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,64938,images/ligne_64938.png,CATMuS
a toy croix noble seur et ioyeulx affin q̃ tu,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,64939,images/ligne_64939.png,CATMuS
que l ennemi eut enuie sur lui et se mist a le,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,64940,images/ligne_64940.png,CATMuS
q̃ tu cõmãde mõ poure corps a la t̾re. I ay,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,64941,images/ligne_64941.png,CATMuS
qui la estoient. Et adoncq̃z tout la compai,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,64942,images/ligne_64942.png,CATMuS
gnãt. Sire tu scays quãteffois le mõde en,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,64943,images/ligne_64943.png,CATMuS
ce souffrir. Et adõcques uint egee pour le,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,64944,images/ligne_64944.png,CATMuS
Fueillet.x.,French,15,NumberingZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,64945,images/ligne_64945.png,CATMuS
Et elle lui demanda. Sire ie te prie que tu,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,64946,images/ligne_64946.png,CATMuS
ge abit. Car mon ꝑe qui est roy moult pu-,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,64947,images/ligne_64947.png,CATMuS
iours en l onneur de dieu ⁊ de saĩt andry. si,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,64948,images/ligne_64948.png,CATMuS
baille cõmãde la a ung autre et ne m ẽpes-,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,64949,images/ligne_64949.png,CATMuS
Cõmãde mon corps a la terre si qu il ne cõ,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,64950,images/ligne_64950.png,CATMuS
sire ⁊ aussi couuoite. oste moy de ce monde,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,64951,images/ligne_64951.png,CATMuS
dit on q̃ du sepulcre saint andri uiẽt mãne,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,64952,images/ligne_64952.png,CATMuS
saint. paisible. et debonnaire ne deust pas,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,64953,images/ligne_64953.png,CATMuS
ser a lui. ⁊ l euesque lui manda q̃lle se con-,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,64954,images/ligne_64954.png,CATMuS
en la maniere de farĩe. ⁊ huile qͥ a t̾s grant,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,64955,images/ligne_64955.png,CATMuS
Et ce peut estre. Car ãciennemẽt le corps,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,64956,images/ligne_64956.png,CATMuS
l euesq̃ fut uaincu et cõmãda de uenir a lui,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,64957,images/ligne_64957.png,CATMuS
il rendit ensemble l esperit. Et maximille,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,64958,images/ligne_64958.png,CATMuS
iustice de bon cueur ⁊ debõnaire guerre dõ,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,64959,images/ligne_64959.png,CATMuS
aporte peu de fruit. Et quãt la mãne uiẽt,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,64960,images/ligne_64960.png,CATMuS
Tu me receucras par mon desir. Ie uiens,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,64961,images/ligne_64961.png,CATMuS
sire a toy embrasser croix qui receuz beaul,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,64962,images/ligne_64962.png,CATMuS
il eut ce dit t̾s grant resplẽdeur uint dn ciel,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,64963,images/ligne_64963.png,CATMuS
diable en la uoye deuant toꝰ ⁊ mourut Et,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,64964,images/ligne_64964.png,CATMuS
"horreur du dleict de mariage, ⁊ que i auoie",French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,64965,images/ligne_64965.png,CATMuS
saĩt ãdri en deuociõ sur toꝰ les autres saĩs,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,64966,images/ligne_64966.png,CATMuS
te et noblesse des membres de nrẽ seigneur,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,64967,images/ligne_64967.png,CATMuS
"uiẽgne plus ueiller, mais tendre a la fon",French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,64968,images/ligne_64968.png,CATMuS
palais de l euesq̃ ⁊ dist q̃lle se uouloit cõfes-,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,64969,images/ligne_64969.png,CATMuS
De saint andri.,French,15,RunningTitleZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,64970,images/ligne_64970.png,CATMuS
semẽt aymee Et que mon courage tout de,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,64971,images/ligne_64971.png,CATMuS
saches que ne m ẽ osteras pas uif car ie uoy,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,64972,images/ligne_64972.png,CATMuS
taine de ioye qͥ est non deffallant. Et quãt,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,64973,images/ligne_64973.png,CATMuS
tirans. Et ainsi le pendirent en la croix cõ,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,64974,images/ligne_64974.png,CATMuS
ra en la forme d une belle femme ⁊ uint au,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,64975,images/ligne_64975.png,CATMuS
mariage au q̃l ie respondi que i auoie grãt,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,64976,images/ligne_64976.png,CATMuS
me recoiues liement cõe disciple d icelui qͥ y,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,64977,images/ligne_64977.png,CATMuS
deux iours. ⁊ prescha a uingt mille hõmes,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,64978,images/ligne_64978.png,CATMuS
habõdãmẽt la terre aporte plãtureusemẽt,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,64979,images/ligne_64979.png,CATMuS
ent tãtost enroidiz. Et quant saint Andry,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,64980,images/ligne_64980.png,CATMuS
charge. ie me recorde cõe elle est griefue en,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,64981,images/ligne_64981.png,CATMuS
de lui fut trãsporte en cõstãtinoble. Ung,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,64982,images/ligne_64982.png,CATMuS
ue. ⁊ se il la scayt respondre soit mis ceans,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,test,64983,images/ligne_64983.png,CATMuS
eslys ta maison la ou il te plaira. ⁊ ie uueil,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,test,64984,images/ligne_64984.png,CATMuS
sẽble s esmerueillerent de la responce quant,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,test,64985,images/ligne_64985.png,CATMuS
spection de mal. Et lors uindrẽt a la table,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,test,64986,images/ligne_64986.png,CATMuS
respondit Pere ne me requiers pas de telle,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,test,64987,images/ligne_64987.png,CATMuS
uiteur d icelui te offre moy et mes choses ⁊,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,dev,64988,images/ligne_64988.png,CATMuS
sure celle espace quant il cheut du ciel en a-,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,dev,64989,images/ligne_64989.png,CATMuS
mal en aduiendroit. et que la resplẽdeur de,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,dev,64990,images/ligne_64990.png,CATMuS
Et se il ne scait soudre soit mis dehors si qͥl,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,dev,64991,images/ligne_64991.png,CATMuS
q̃ le corps de iesu crist est forme de nr̃e chair,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,dev,64992,images/ligne_64992.png,CATMuS
l euesque respondit Nous serons plusieurs,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,64993,images/ligne_64993.png,CATMuS
Aucũ de nous n est a ce suffisant. comme,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,64994,images/ligne_64994.png,CATMuS
trouues desquelz les faces fussent sembla,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,64995,images/ligne_64995.png,CATMuS
"son corps, de l ardeur de l amour de dieu. et",French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,64996,images/ligne_64996.png,CATMuS
⁊ tes choses te dõnera pour ce grãt grace en,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,64997,images/ligne_64997.png,CATMuS
s esmerueillerent ⁊ dirẽt. C est uray ⁊ tres-,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,64998,images/ligne_64998.png,CATMuS
lui qui t a ẽuoye a moy. ⁊ lui demande ceste,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,64999,images/ligne_64999.png,CATMuS
re est plus haulte que tout le ciel. Quant il,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,65000,images/ligne_65000.png,CATMuS
leur miracle q̃ dieu fist oncq̃s en petite cho,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,65001,images/ligne_65001.png,CATMuS
il le regardoit n auroit le cuer de lui dũ gri-,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,65002,images/ligne_65002.png,CATMuS
urẽ bõne renõmee ne empirast. A laquelle,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,65003,images/ligne_65003.png,CATMuS
a la fin deux hommes ne pourroient estre,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,65004,images/ligne_65004.png,CATMuS
leusement sa sagesse. Lors celle dist. La ti,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,65005,images/ligne_65005.png,CATMuS
qui estoit suffisant de proposer celle q̃stion,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,65006,images/ligne_65006.png,CATMuS
⁊ elle dist. Faicte lui une q̃stion assez gref-,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,65007,images/ligne_65007.png,CATMuS
esfue et occulte ⁊ forte a souldre. si que sa sa,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,65008,images/ligne_65008.png,CATMuS
mandes lui cõbien il y a d espace de l abisme,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,65009,images/ligne_65009.png,CATMuS
demande au pelerin qui respondit. Ua a ce,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,65010,images/ligne_65010.png,CATMuS
a requerir sa beaute de plus en plus. si que,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,65011,images/ligne_65011.png,CATMuS
gne d estre receu a la table de l euesque. De,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,65012,images/ligne_65012.png,CATMuS
Et quant aucun n y fut trouue l euesq̃ dist,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,65013,images/ligne_65013.png,CATMuS
gesse soit tierce foiz esprouuee. et qͥl soit di-,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,65014,images/ligne_65014.png,CATMuS
seirent de ca et de la. Et l euesque entendit,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,65015,images/ligne_65015.png,CATMuS
soyes seure et ne doubte. car celui pour l a-,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,65016,images/ligne_65016.png,CATMuS
bisme. et ie ne le mesure oucq̃z. Or ua et dy,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,65017,images/ligne_65017.png,CATMuS
du corps. Et quãt la response fut ouye toꝰ,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,65018,images/ligne_65018.png,CATMuS
noit cõsẽtir a sa uoulẽte. ou souffrir diuers,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,65019,images/ligne_65019.png,CATMuS
donne ma uirginite a iesu crist. Et pour ce,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,65020,images/ligne_65020.png,CATMuS
"nõ pas seulx, et pour ce n y pourra estre su-",French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,65021,images/ligne_65021.png,CATMuS
que tu disnes huy auecq̃s. moy. Et elle lui,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,65022,images/ligne_65022.png,CATMuS
a luys. ⁊ a crier qu õ lui ouurist et on ne lui,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,65023,images/ligne_65023.png,CATMuS
ef dart. Et ce diable l aperceut et cõmenca,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,65024,images/ligne_65024.png,CATMuS
le courage fut naure Et l ãciẽ ẽnemy quãt,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,65025,images/ligne_65025.png,CATMuS
a tõ seigneur q̃ elle n est pas fẽme mais est,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,65026,images/ligne_65026.png,CATMuS
ayme mieulx estre mis a exil que corrũpre,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,65027,images/ligne_65027.png,CATMuS
en la fin il contraignit tãt qu il ne conue-,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,65028,images/ligne_65028.png,CATMuS
qui est plus haulte de tout le ciel. Tous en,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,65029,images/ligne_65029.png,CATMuS
excellence des faces des hommes. comme,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,65030,images/ligne_65030.png,CATMuS
le messagier la raporta ilz louerẽt merueil,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,65031,images/ligne_65031.png,CATMuS
la foy a mon espoulx Et si comme ie ouy la,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,65032,images/ligne_65032.png,CATMuS
uoix debonnaire ⁊ souefue en parlãt Fille,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,65033,images/ligne_65033.png,CATMuS
bonne respõce de la question. Et lors la fẽ-,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,65034,images/ligne_65034.png,CATMuS
n y entre cõe non sachant et non digne. Et,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,65035,images/ligne_65035.png,CATMuS
le. Et ainsi cõe il fichoit les yeulx en icelle,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,65036,images/ligne_65036.png,CATMuS
tous obeirent a celle sentence et enquirent,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,65037,images/ligne_65037.png,CATMuS
uĩ̃t soudainemẽt ⁊ cõmẽca a fraper souuẽt,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,65038,images/ligne_65038.png,CATMuS
"se. Et quant il fut demande au pelerin, il",French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,65039,images/ligne_65039.png,CATMuS
fut au pelerĩ. il respondit au ciel imperial.,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,65040,images/ligne_65040.png,CATMuS
uer de uous lieu de repos. ou ie puisse estre,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,65041,images/ligne_65041.png,CATMuS
ung diable qui est mis en forme de femme,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,65042,images/ligne_65042.png,CATMuS
De saint Andry.,French,15,RunningTitleZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,65043,images/ligne_65043.png,CATMuS
ril de la uie pñte et fuyr les tribulatiõs du,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,65044,images/ligne_65044.png,CATMuS
de plus en plus Et l euesque demanda a la,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,65045,images/ligne_65045.png,CATMuS
bles en toutes choses ne aussi de toꝰ les sẽs,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,65046,images/ligne_65046.png,CATMuS
erce q̃stion de rechief lui soit faicte tres gri-,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,65047,images/ligne_65047.png,CATMuS
moult a celle. et la regardoit tousiours en,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,65048,images/ligne_65048.png,CATMuS
ce pñt temps aduenir. Et moy qui suis ser,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,65049,images/ligne_65049.png,CATMuS
et se seirent l un cõtre l autre et les autres se,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,65050,images/ligne_65050.png,CATMuS
uous dame. car uous nous passes tous en,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,65051,images/ligne_65051.png,CATMuS
l onnestete du beau parler ¶ Si respondit a,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,65052,images/ligne_65052.png,CATMuS
chose. car il le scayt mieulx que moy ⁊ pour,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,65053,images/ligne_65053.png,CATMuS
l euesque estoit ia prest de lui requerir de pe,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,65054,images/ligne_65054.png,CATMuS
uostre garde en esperãce que ie puisse trou,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,65055,images/ligne_65055.png,CATMuS
tourmens. si que m enfouys secretement ⁊,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,65056,images/ligne_65056.png,CATMuS
ce t en peult il mieulx respondre. car il a me,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,65057,images/ligne_65057.png,CATMuS
il a este des le cõmẽcemẽt du monde iusq̃s,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,65058,images/ligne_65058.png,CATMuS
femme se elle uouloit que ce pelerin ẽtrast.,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,65059,images/ligne_65059.png,CATMuS
che faire quãt il pourroit ⁊ lors ung pelerĩ,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,65060,images/ligne_65060.png,CATMuS
secretement en cõtemplatiõ ⁊ echeuer le pe,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,65061,images/ligne_65061.png,CATMuS
iusques a celui ciel. Et lors le messagier le,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,65062,images/ligne_65062.png,CATMuS
respondit au messagier C est la diuersite ⁊,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,65063,images/ligne_65063.png,CATMuS
elle dist. Demandes luy lequel est le meil-,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,65064,images/ligne_65064.png,CATMuS
que nous tous si proposez la questiõ. Lors,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,65065,images/ligne_65065.png,CATMuS
mour duquel tu as si forment despite toy-,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,65066,images/ligne_65066.png,CATMuS
"louenge de uostre saintete, m en affuys en",French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,65067,images/ligne_65067.png,CATMuS
ne me pouroye cõsẽtir a charnelle coulpe et,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,65068,images/ligne_65068.png,CATMuS
monde. Et lors l euesq̃ emerueilla pour,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,65069,images/ligne_65069.png,CATMuS
"la face, et se esmerueilloit de la beaute d el",French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,65070,images/ligne_65070.png,CATMuS
beau ꝑler. ⁊ si resplendisses en saigesse plꝰ,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,65071,images/ligne_65071.png,CATMuS
chose car ꝑ aduẽture aucune suspection de,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,65072,images/ligne_65072.png,CATMuS
uouloit ouurir. si que il crioit et frappoit,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,65073,images/ligne_65073.png,CATMuS
me dist. Demãdes luy de rechief ou la ter,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,65074,images/ligne_65074.png,CATMuS
"la noblesse du lignage, pour la beaute de",French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,train,65075,images/ligne_65075.png,CATMuS
eglise d euesq̃. Et la estoit entre les autres,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,test,65076,images/ligne_65076.png,CATMuS
de luy et dist Ueez moy cy ne m appeles uoꝰ,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,test,65077,images/ligne_65077.png,CATMuS
ces a dieu ⁊ a lui de leur deliurãce Et il leur,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,test,65078,images/ligne_65078.png,CATMuS
en admonnestant. dur en corrigeãt On lit,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,test,65079,images/ligne_65079.png,CATMuS
congneut q̃ c estoit nicolas si se agenouilla,French,15,MainZone,Print,"Paris, BnF, Velins 690",prose,Narratives,Gallicorpora,DefaultLine,test,65080,images/ligne_65080.png,CATMuS
